Accuracy,Chyby,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra stavu 3,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Precision stavu 3,Recall stavu 0,Recall stavu 1,Recall stavu 2,Recall stavu 3
0.8945859872611465,331.0,0.9212675596210389,0.9190887666928516,0.9190600522193212,0.8163787587971849,0.8939487843325992,0.8851224105461394,0.9330143540669856,0.8844221105527639,0.8848821081830791,0.9604904632152589,0.9055727554179567,0.9565217391304348,0.7577197149643705
0.6145015105740181,1276.0,0.44482173174872663,0.6513687600644122,0.65814696485623,0.7183017785427424,0.6181598088030278,0.3058365758754864,0.88998899889989,0.7573529411764706,0.7417061611374408,0.8153526970954357,0.5136507936507937,0.5819209039548022,0.696329254727475
0.8228590035818951,544.0,0.8069187449718423,0.9053254437869822,0.8726114649681529,0.8027210884353742,0.8468941855405879,0.7385861561119293,0.8547486033519553,0.9163879598662207,0.8939393939393939,0.8891843971631206,0.9622641509433962,0.8328267477203647,0.7283950617283951
0.93,266.0,0.9351689612015018,0.946560545764639,0.07407407407407407,0.0,0.48895089526005375,0.9382219989954796,0.9239733629300777,0.14285714285714285,0.0,0.9321357285429142,0.9702797202797203,0.05,0.0
0.8898865784499055,233.0,0.9275210084033614,0.8596237337192475,0.868632707774799,0.8560126582278481,0.877947527031314,0.9075025693730729,0.8227146814404432,0.9,0.8986710963455149,0.9484425349087003,0.9,0.8393782383419689,0.8172205438066465
0.6472540736270368,1169.0,0.6453447050461976,0.7173738991192954,0.672926447574335,0.5960539979231568,0.6579247624157462,0.48843464228079614,0.7272727272727273,0.9598214285714286,0.9333333333333333,0.9507853403141361,0.707740916271722,0.5180722891566265,0.43783371472158655
0.8826473859844272,422.0,0.9056197902662005,0.9131905298759865,0.9087591240875912,0.8204121687929342,0.8869954032556782,0.9212253829321663,0.8881578947368421,0.9054545454545454,0.8061716489874639,0.8905341089370703,0.9396751740139211,0.9120879120879121,0.8351648351648352
0.9749575551782682,59.0,0.975635593220339,0.97953216374269,0.6086956521739131,0.8923076923076924,0.8640427753611586,0.9777070063694268,0.9824046920821115,0.4375,0.8529411764705882,0.9735729386892178,0.9766763848396501,1.0,0.9354838709677419
0.8951874815470918,355.0,0.9034695980762625,0.9410968178740691,0.8950495049504951,0.8463583200425305,0.8964935602358393,0.9006849315068494,0.953360768175583,0.849624060150376,0.8540772532188842,0.9062715368711234,0.929144385026738,0.9456066945606695,0.8387776606954689
0.8136147443519619,627.0,0.8874616029042167,0.6934362934362934,0.6958637469586375,0.7716863289382373,0.7621119930593463,0.8759647188533627,0.5370813397129187,0.9794520547945206,0.9788732394366197,0.8992642897566497,0.9782135076252724,0.539622641509434,0.6368843069873997
