Accuracy,Chyby,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra stavu 3,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Precision stavu 3,Recall stavu 0,Recall stavu 1,Recall stavu 2,Recall stavu 3
0.8617834394904459,434.0,0.8900720325712496,0.9175176747839748,0.5797101449275363,0.8075422626788037,0.7987105287403911,0.823768115942029,0.9314194577352473,0.8695652173913043,0.8922413793103449,0.967983651226158,0.9040247678018576,0.43478260869565216,0.7375296912114014
0.5561933534743202,1469.0,0.4168640454760777,0.638648860958366,0.33978494623655914,0.6795727636849133,0.5187176540889791,0.27010435850214853,0.8372811534500515,0.7117117117117117,0.8497495826377296,0.9128630705394191,0.5161904761904762,0.2231638418079096,0.5661846496106785
0.7688049495278411,710.0,0.763744427934621,0.8944281524926686,0.559322033898305,0.7804878048780488,0.7494956048009109,0.6572890025575447,0.8379120879120879,0.9230769230769231,0.896,0.9113475177304965,0.9591194968553459,0.4012158054711246,0.691358024691358
0.9339473684210526,251.0,0.9394313967861557,0.9504322766570605,0.0,0.0,0.4724659183608041,0.9309162175404213,0.9401368301026226,0.0,0.0,0.9481037924151696,0.960955710955711,0.0,0.0
0.8402646502835539,338.0,0.8856304985337243,0.8493543758967002,0.5782312925170068,0.8217573221757322,0.7837433722807908,0.8125560538116592,0.8065395095367848,0.8415841584158416,0.9212007504690432,0.9731471535982814,0.896969696969697,0.44041450777202074,0.7416918429003021
0.5525045262522631,1483.0,0.6120401337792643,0.6412429378531074,0.38330170777988615,0.4259587020648968,0.5156358703692887,0.44963144963144963,0.5798212005108557,0.9017857142857143,0.9401041666666666,0.9581151832460733,0.717219589257504,0.2433734939759036,0.2753623188405797
0.8523359288097887,531.0,0.8861664114344053,0.9078498293515358,0.5931372549019608,0.8142929038751887,0.8003615998907727,0.8564380858411446,0.890625,0.8962962962962963,0.8204868154158215,0.9180327868852459,0.925754060324826,0.4432234432234432,0.8081918081918081
0.9435483870967742,133.0,0.9790356394129979,0.953030303030303,0.46153846153846156,0.3708609271523179,0.6911163327835201,0.9708939708939709,0.9921135646687698,0.5,0.23333333333333334,0.9873150105708245,0.9169096209912536,0.42857142857142855,0.9032258064516129
0.8662533215234721,453.0,0.8810916179337231,0.9384934346924672,0.6094182825484764,0.8358050847457628,0.8162021049801074,0.8334357713583282,0.9713876967095851,0.9016393442622951,0.8402555910543131,0.9345279117849759,0.9077540106951871,0.4602510460251046,0.8314014752370916
0.785077288941736,723.0,0.8653742595584276,0.6985871271585558,0.35294117647058826,0.7508821453775583,0.6669461771412825,0.8253723677452491,0.5460122699386503,0.9827586206896551,0.9779411764705882,0.9094510469722694,0.9694989106753813,0.21509433962264152,0.6093928980526919
