Kombinace příznaků,Délka úseku,Accuracy,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
"(0, 0, 1, 0, 0)",9,0.8923809523809524,0.900189297531236,0.8697233703098899,1.0,0.9233042226137087,0.9571112652180613,0.8078142699971476,1.0,0.85,0.9425000000000001,1.0
"(0, 0, 1, 0, 1)",9,0.8933333333333333,0.901985018497993,0.8692315436822133,1.0,0.9237388540600687,0.9489941042445922,0.816750110993477,1.0,0.86,0.9299999999999999,1.0
"(0, 0, 1, 1, 0)",9,0.5619047619047619,0.7012987012987013,0.0,1.0,0.5670995670995671,0.574468085106383,0.0,1.0,0.9,0.0,1.0
"(0, 0, 1, 1, 1)",9,0.5619047619047619,0.7012987012987013,0.0,1.0,0.5670995670995671,0.574468085106383,0.0,1.0,0.9,0.0,1.0
"(0, 1, 0, 0, 0)",9,0.840952380952381,0.8492782508309281,0.8125807805186976,1.0,0.8872863437832086,0.9259060937021537,0.7379721486711779,1.0,0.7849999999999999,0.905,1.0
"(0, 1, 0, 0, 1)",9,0.8371428571428572,0.843816361604573,0.8106794524882197,1.0,0.884831938030931,0.932775089966188,0.7290106612573058,1.0,0.7716666666666666,0.915,1.0
"(0, 1, 0, 1, 0)",9,0.5619047619047619,0.7012987012987013,0.0,1.0,0.5670995670995671,0.574468085106383,0.0,1.0,0.9,0.0,1.0
"(0, 1, 0, 1, 1)",9,0.5609523809523809,0.70045264182072,0.0,1.0,0.5668175472735733,0.5740129707589032,0.0,1.0,0.8983333333333334,0.0,1.0
"(0, 1, 1, 0, 0)",9,0.8790476190476191,0.8868569874082646,0.8552118703474187,1.0,0.9140229525852277,0.9524321965869653,0.7865257322860415,1.0,0.8300000000000001,0.9375,1.0
"(0, 1, 1, 0, 1)",9,0.6923809523809524,0.7801417408404308,0.3442542098217431,1.0,0.7081319835540579,0.7178017266472837,0.3278814209046767,1.0,0.8866666666666667,0.3625,1.0
"(0, 1, 1, 1, 0)",9,0.5619047619047619,0.7012987012987013,0.0,1.0,0.5670995670995671,0.574468085106383,0.0,1.0,0.9,0.0,1.0
"(0, 1, 1, 1, 1)",9,0.5619047619047619,0.7012987012987013,0.0,1.0,0.5670995670995671,0.574468085106383,0.0,1.0,0.9,0.0,1.0
"(1, 0, 0, 0, 0)",9,0.8914285714285715,0.9023393537845003,0.8630362919646662,1.0,0.9217918819163888,0.9279406979556905,0.8314711652451242,1.0,0.8783333333333333,0.8975,1.0
"(1, 0, 0, 0, 1)",9,0.8923809523809524,0.9029198117791897,0.8647487846329248,1.0,0.922556198804038,0.9311910358349987,0.8306219293067129,1.0,0.8766666666666666,0.9025000000000001,1.0
"(1, 0, 0, 1, 0)",9,0.5619047619047619,0.7012987012987013,0.0,1.0,0.5670995670995671,0.574468085106383,0.0,1.0,0.9,0.0,1.0
"(1, 0, 0, 1, 1)",9,0.5609523809523809,0.70045264182072,0.0,1.0,0.5668175472735733,0.5740129707589032,0.0,1.0,0.8983333333333334,0.0,1.0
