Kombinace příznaků,Délka úseku,Accuracy,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
"(1, 1, 0, 0, 0)",8,0.7628571428571428,0.7766222641773303,0.7185302382965112,1.0,0.8317175008246138,0.8412473040977714,0.6559036393713813,1.0,0.7216666666666667,0.7949999999999999,1.0
"(1, 1, 0, 0, 1)",8,0.7666666666666666,0.7802710665566053,0.7230540597139078,1.0,0.8344417087568378,0.8449865099702851,0.6598399685603569,1.0,0.7250000000000001,0.8,1.0
"(1, 1, 0, 1, 0)",8,0.7961904761904762,0.8361795664835183,0.6500480596858983,1.0,0.8287425420564721,0.8270230102924622,0.6295201605546433,1.0,0.8616666666666667,0.6725,1.0
"(1, 1, 0, 1, 1)",8,0.7942857142857143,0.8346783743870659,0.6472417474093155,1.0,0.8273067072654603,0.8238014036241857,0.6285396300029171,1.0,0.8616666666666667,0.6675,1.0
"(1, 1, 1, 0, 0)",8,0.8,0.8138322494930424,0.7591494632535095,1.0,0.8576605709155174,0.8693831091027352,0.7012804187889079,1.0,0.7649999999999999,0.8275,1.0
"(1, 1, 1, 0, 1)",8,0.7476190476190476,0.7868788444751214,0.5991494632535095,1.0,0.795342769242877,0.8042202018345648,0.5539119977362763,1.0,0.7899999999999999,0.6525000000000001,1.0
"(1, 1, 1, 1, 0)",8,0.8076190476190476,0.8471461251566599,0.6630640551624487,1.0,0.8367367267730362,0.8335613397901532,0.6473945495797453,1.0,0.8766666666666666,0.68,1.0
"(1, 1, 1, 1, 1)",8,0.6923809523809524,0.7808178123803863,0.33549197900495303,1.0,0.7054365971284464,0.7094053192077239,0.32663302495093915,1.0,0.8983333333333332,0.34500000000000003,1.0
"(0, 0, 0, 0, 1)",9,0.8,0.8167713000480017,0.7540116323575639,1.0,0.8569276441351885,0.8573218412003459,0.7092501197422639,1.0,0.78,0.805,1.0
"(0, 0, 0, 1, 0)",9,0.7933333333333333,0.832940412387873,0.6502370391734615,1.0,0.8277258171871115,0.8303030733002981,0.6234494897893825,1.0,0.8516666666666668,0.6799999999999999,1.0
"(0, 0, 0, 1, 1)",9,0.7933333333333333,0.8331674556564372,0.6497883259104894,1.0,0.8276519271889755,0.8289181142354289,0.6247570179078823,1.0,0.8533333333333333,0.6775,1.0
"(0, 0, 1, 0, 0)",9,0.8247619047619048,0.8385457081825711,0.7859904463352739,1.0,0.8748453848392819,0.8855147211279288,0.7351386202450032,1.0,0.7966666666666666,0.845,1.0
"(0, 0, 1, 0, 1)",9,0.8266666666666668,0.8414398811494224,0.7863142724827682,1.0,0.8759180512107301,0.8816644155715642,0.741391950061157,1.0,0.805,0.8375,1.0
"(0, 0, 1, 1, 0)",9,0.8038095238095238,0.8428390336830264,0.6624839133802267,1.0,0.8351076490210841,0.8383032066196392,0.6377416823552586,1.0,0.8633333333333333,0.69,1.0
"(0, 0, 1, 1, 1)",9,0.8038095238095238,0.8430291987061963,0.662105794038074,1.0,0.8350449975814234,0.8368498307421962,0.6392146363230701,1.0,0.865,0.6874999999999999,1.0
"(0, 1, 0, 0, 0)",9,0.7638095238095237,0.7773317881724962,0.7199786470401163,1.0,0.8324368117375375,0.8428519593613932,0.6565671031096564,1.0,0.7216666666666667,0.7975,1.0
"(0, 1, 0, 0, 1)",9,0.7647619047619048,0.7775664664707981,0.7222049841190695,1.0,0.8332571501966225,0.8454968817067318,0.6567683089686851,1.0,0.7200000000000001,0.8025,1.0
"(0, 1, 0, 1, 0)",9,0.781904761904762,0.8215609022930709,0.6379203791637051,1.0,0.8198270938189254,0.8250344065866113,0.6051087264716788,1.0,0.8350000000000002,0.675,1.0
