Kombinace rysů,délka úseku,Accuracy,Chyby,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
"(0, 0, 0, 0, 1)","(0, 0, 0, 5)",0.6724725142051697,1064.7,0.8011669512984827,0.6638325744256248,0.1812280229499319,0.54874251622468,0.6794528595991778,0.5970340772458389,0.9921287009548262,0.9891624284204286,0.7607783851244216,0.10032525342201841
"(0, 0, 0, 0, 1)","(0, 0, 0, 6)",0.6765281947892267,1051.5,0.8035533924614073,0.6671319530441028,0.19878167584881168,0.5564890071181072,0.6828878097245189,0.5991532357582223,0.990349974266598,0.9889178789317155,0.7654451775541579,0.11126020012101918
"(0, 0, 0, 0, 1)","(0, 0, 0, 7)",0.6792319958634618,1042.6,0.8062469558693472,0.6660929213827639,0.21158794496881952,0.5613092740736436,0.6867669447335409,0.5959424716156075,0.9873869509043928,0.9887366130370416,0.7675872435084431,0.11944745679076589
"(0, 0, 0, 0, 1)","(0, 0, 0, 8)",0.6811157761154963,1036.4,0.8095090179190523,0.6612628732785116,0.22135217428522663,0.5640413551609302,0.6912616279936377,0.5881664403472755,0.983747287737718,0.9888599267590361,0.7673542537692686,0.12573525757404713
"(0, 0, 0, 0, 1)","(0, 0, 0, 9)",0.6812340701376967,1035.9,0.8126192960500646,0.6510060949197527,0.22684163847302222,0.5634890098142799,0.6958331221610542,0.5755046546455393,0.977436205285454,0.9888012413130267,0.7619893388779229,0.12950112572855194
"(0, 0, 0, 0, 1)","(0, 0, 0, 10)",0.680683660717458,1037.6,0.8162710485129729,0.5906857879815387,0.24976744961820044,0.5522414287042374,0.7010169378578758,0.5213752899831662,0.9329347336053774,0.9889153591315416,0.6926096891224726,0.15220511747275942
"(0, 0, 0, 0, 1)","(0, 0, 0, 11)",0.6800082723838008,1039.6,0.820020124269002,0.577344422450886,0.2504793384946157,0.549281295071501,0.706366153221109,0.5054164631251092,0.9278897606298561,0.9892105969833349,0.6855661590913913,0.1535592249216756
"(0, 0, 0, 0, 1)","(0, 0, 0, 12)",0.6794454361981279,1041.5,0.8231562828608627,0.5217285080872406,0.2746380082477187,0.539840933065274,0.7109801210538489,0.45091585643032833,0.8820907344822668,0.9891765510911938,0.632094062858716,0.17537733591547758
"(0, 0, 0, 0, 1)","(0, 0, 0, 13)",0.6795907241857331,1041.2,0.8267204071211858,0.5112175567309376,0.27610640226000277,0.5380147887040421,0.7162369100284116,0.43842856370287653,0.8817900672732325,0.9893342066381743,0.6274662845573182,0.17748911982859003
"(0, 0, 0, 0, 1)","(0, 0, 0, 14)",0.6792939847082073,1042.2,0.8300900277402791,0.5014955300576985,0.27644487656879657,0.5360101447889247,0.7214121911961108,0.42678692392571804,0.8801839169540211,0.9891930636308846,0.6231472809564518,0.178723170122513
"(0, 0, 0, 0, 1)","(0, 0, 0, 15)",0.6797543479860204,1040.7,0.8338128110171594,0.49359929645287803,0.2784296215692318,0.535280576346423,0.7275353452703534,0.4161986541566406,0.880187842080286,0.9884506805016638,0.6221898622350868,0.18115246291429302
"(0, 0, 0, 0, 1)","(0, 0, 0, 16)",0.6802029259177302,1039.2,0.8381081132507694,0.4863091535085826,0.27992970929938094,0.5347823253529109,0.7345188863453073,0.40625962330898596,0.8766911936246208,0.9877014072576931,0.6223085719665957,0.18318303536232056
"(0, 0, 0, 1, 0)","(4, 8, 12, 0)",0.7055911891541047,955.4,0.8377490945566682,0.6839699936644805,0.2696126615428015,0.59711058325465,0.7348423858199502,0.5760590762296582,0.9413503727055053,0.9853524228908634,0.8547371801792076,0.15923752994874202
"(0, 0, 0, 1, 0)","(4, 8, 14, 0)",0.7048818101985941,957.6,0.8359835753802655,0.6851920180460149,0.2687662171364001,0.5966472701875601,0.73236248095029,0.5793531035855732,0.9410947394253633,0.9853524228908634,0.8518317133933454,0.1586360153901639
"(0, 0, 0, 1, 0)","(4, 8, 16, 0)",0.7038775497580604,961.0,0.8342152602614801,0.6860827810084184,0.26615234465720533,0.5954834619757012,0.7296634327313501,0.582008579009841,0.9408131503158742,0.9854111083368728,0.848965355850947,0.1568581752088124
"(0, 0, 0, 1, 0)","(4, 10, 12, 0)",0.7043919514469273,959.3,0.8394639569267361,0.6778282179087838,0.2640207945159464,0.5937709897838221,0.7375906603669563,0.5677865026064053,0.9402042799094218,0.985293737444854,0.8545598165733022,0.155341929598671
"(0, 0, 0, 1, 0)","(4, 10, 14, 0)",0.7040974654129155,960.3,0.8384397230470821,0.6792172497666411,0.2633283658040242,0.5936617795392491,0.7361005327816343,0.5700725407602675,0.9401559839003045,0.985293737444854,0.8536600064368169,0.15485425295937666
"(0, 0, 0, 1, 0)","(4, 10, 16, 0)",0.7037089929159082,961.6,0.8372930464101213,0.6808753142772063,0.2618687201729161,0.5933456936200813,0.7343130763896705,0.5726321109460508,0.9396647364425551,0.985293737444854,0.853054750714246,0.1538424520205994
"(0, 0, 0, 1, 0)","(4, 0, 12, 0)",0.70102777181087,970.4,0.8317671408356853,0.6848874582113449,0.25439983298311514,0.590351477343382,0.7256691468064165,0.5825922281069579,0.9437596842163147,0.9860517818170216,0.8444378518746918,0.14856739308707206
"(0, 0, 0, 1, 0)","(4, 0, 14, 0)",0.6998108897415275,974.4,0.8287565740933811,0.6879933362689772,0.2508750021366874,0.5892083041663485,0.7210837134004254,0.5888761944512443,0.9450406979167699,0.9863361185771465,0.8405909648927798,0.1461947210406524
"(0, 0, 0, 1, 0)","(4, 0, 16, 0)",0.6986327879069736,978.2,0.8264431790434188,0.6893281162665067,0.24864828028585548,0.588139858531927,0.7175914482970968,0.5929634073019427,0.9445537917825455,0.9863701024755264,0.8362923565172009,0.1447006752661304
"(0, 0, 0, 1, 0)","(6, 8, 12, 0)",0.6987257022707464,977.6,0.8375338907593864,0.668749588202494,0.2439708708538398,0.5834181166052401,0.7344551215343038,0.5592741511569467,0.9412589653668355,0.9856755134100921,0.8458447127160447,0.14186081408080745
"(0, 0, 0, 1, 0)","(6, 8, 14, 0)",0.6982295378171857,979.3,0.8366311976150849,0.6697676321712505,0.24126917458534086,0.5825560014572253,0.7330677761953002,0.5607403433905908,0.9411251841516265,0.9857440065607769,0.8455235291935649,0.1400560782314761
"(0, 0, 0, 1, 0)","(6, 8, 16, 0)",0.6973791424518024,982.1,0.835230224760774,0.670011009298342,0.23930508772551978,0.5815154405948786,0.730919323861514,0.5624523037907141,0.940675690977316,0.9858026920067863,0.8427274952656457,0.1387427706585591
"(0, 0, 0, 1, 0)","(6, 10, 12, 0)",0.6971071029933773,983.0,0.8397218905459892,0.6070809302792344,0.2606129358566779,0.5691385855606338,0.7378001451979281,0.508622331637165,0.8977340602777059,0.9857253007416322,0.7643282518117157,0.16353010148036085
"(0, 0, 0, 1, 0)","(6, 10, 14, 0)",0.6967381673943629,984.2,0.8389792999063366,0.6631496600921539,0.2325320016730014,0.578220320557164,0.7366659733770463,0.5513665062413032,0.9386450289096844,0.9858466759652943,0.8470079876325997,0.13422635076974498
"(0, 0, 0, 1, 0)","(6, 10, 16, 0)",0.6959495862464998,986.8,0.8377472251218074,0.6632293337958199,0.23090989366753306,0.5772954841950535,0.7348264648897047,0.5524502009221315,0.9388231288205983,0.9857951295735419,0.8446358971875674,0.13315708287258107
"(0, 0, 0, 1, 0)","(6, 0, 12, 0)",0.6948107108377026,990.8,0.8331986655122966,0.6693211430827576,0.2275966815309493,0.5767054967086678,0.727806834109534,0.5626772418212006,0.942332272399535,0.9860463834668269,0.8404542897728708,0.13084408751010612
"(0, 0, 0, 1, 0)","(6, 0, 14, 0)",0.6939091729363434,993.8,0.8311773714311539,0.6707959731153591,0.2250505572489728,0.5756746339318285,0.7246154186106896,0.5662653250337516,0.9424675843805008,0.9863946062288858,0.8370654116331743,0.1291602713667581
"(0, 0, 0, 1, 0)","(6, 0, 16, 0)",0.6930116647780606,996.6,0.8288401999172755,0.6728368444485087,0.2238344454586735,0.5751704966081526,0.7210909602434362,0.5706211927340687,0.942499764852706,0.9863828471085452,0.8338045598540805,0.12835454100377292
