Kombinace rysů,délky úseku,Accuracy,Chyby,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
"(0, 0, 0, 0, 1)","(0, 0, 0, 5)",0.6254458977407847,1260,0.7768485915492958,0.5489795918367347,0.11627906976744186,0.48070241771782407,0.6381055676066522,0.509469696969697,1.0,0.9926884139482565,0.5951327433628318,0.06172839506172839
"(0, 0, 0, 0, 1)","(0, 0, 0, 6)",0.6296076099881094,1246,0.780800707808007,0.555667001003009,0.1256198347107438,0.48736251450725326,0.6434560699963544,0.5082568807339449,1.0,0.9926884139482565,0.6128318584070797,0.06701940035273368
"(0, 0, 0, 0, 1)","(0, 0, 0, 7)",0.630499405469679,1243,0.7823581560283688,0.5523429710867398,0.1302555647155812,0.4883188972768966,0.6455742501828822,0.5027223230490018,1.0,0.9926884139482565,0.6128318584070797,0.06966490299823633
"(0, 0, 0, 0, 1)","(0, 0, 0, 8)",0.6352556480380499,1227,0.7856665924771867,0.5621301775147929,0.14250614250614252,0.4967676374993741,0.6500920810313076,0.5071174377224199,1.0,0.9926884139482565,0.6305309734513275,0.07671957671957672
"(0, 0, 0, 0, 1)","(0, 0, 0, 9)",0.6412009512485137,1207,0.7916479568926807,0.5749761222540593,0.15158924205378974,0.5060711070668432,0.6588191330343797,0.5058823529411764,1.0,0.9915635545556806,0.665929203539823,0.082010582010582
"(0, 0, 0, 0, 1)","(0, 0, 0, 10)",0.6447681331747919,1195,0.7966561229100768,0.5810055865921788,0.15309446254071662,0.5102520573476574,0.665785498489426,0.5016077170418006,1.0,0.9915635545556806,0.6902654867256637,0.08289241622574955
"(0, 0, 0, 0, 1)","(0, 0, 0, 11)",0.6435790725326992,1199,0.7982793751414987,0.5740570377184913,0.14705882352941177,0.5064650787964672,0.6680560818491853,0.49133858267716535,1.0,0.9915635545556806,0.6902654867256637,0.07936507936507936
"(0, 0, 0, 0, 1)","(0, 0, 0, 12)",0.6444708680142688,1196,0.8011828935395814,0.5747747747747748,0.14402618657937807,0.5066612849645781,0.6726508785332315,0.4848024316109423,1.0,0.9904386951631046,0.7057522123893806,0.07760141093474426
"(0, 0, 0, 0, 1)","(0, 0, 0, 13)",0.6447681331747919,1195,0.8028265329382266,0.5719392314566577,0.14402618657937807,0.5062639836580874,0.6749712533537754,0.47976011994003,1.0,0.9904386951631046,0.7079646017699115,0.07760141093474426
"(0, 0, 0, 0, 1)","(0, 0, 0, 14)",0.6438763376932224,1198,0.8028265329382266,0.5704099821746881,0.13945857260049221,0.5042316959044689,0.6749712533537754,0.47761194029850745,1.0,0.9904386951631046,0.7079646017699115,0.07495590828924162
"(0, 0, 0, 0, 1)","(0, 0, 0, 15)",0.646551724137931,1189,0.8059564719358534,0.57243195785777,0.14705882352941177,0.5084824177743451,0.6799381522999614,0.4745269286754003,1.0,0.9893138357705287,0.7212389380530974,0.07936507936507936
"(0, 0, 0, 0, 1)","(0, 0, 0, 16)",0.6462544589774079,1190,0.8033797670701073,0.5790408525754884,0.1455437448896157,0.5093214548450705,0.6762783544790465,0.4836795252225519,1.0,0.9893138357705287,0.7212389380530974,0.07848324514991181
"(0, 0, 0, 1, 0)","(4, 8, 12, 0)",0.6816290130796671,1071,0.8353165159447882,0.6444444444444445,0.20853080568720378,0.5627639220254789,0.724009900990099,0.5024752475247525,1.0,0.9870641169853769,0.8982300884955752,0.1164021164021164
"(0, 0, 0, 1, 0)","(4, 8, 14, 0)",0.6810344827586207,1073,0.8333333333333334,0.6464,0.20853080568720378,0.5627547130068457,0.7210353327855382,0.506265664160401,1.0,0.9870641169853769,0.8938053097345132,0.1164021164021164
"(0, 0, 0, 1, 0)","(4, 8, 16, 0)",0.679845422116528,1077,0.8309659090909091,0.6483870967741936,0.20569620253164558,0.5616830694655828,0.7174979558462796,0.5101522842639594,1.0,0.9870641169853769,0.8893805309734514,0.1146384479717813
"(0, 0, 0, 1, 0)","(4, 10, 12, 0)",0.6810344827586207,1073,0.8366324827092774,0.6393700787401575,0.20711462450592885,0.5610390619851212,0.7262939958592133,0.4963325183374083,1.0,0.9865016872890888,0.8982300884955752,0.11552028218694885
"(0, 0, 0, 1, 0)","(4, 10, 14, 0)",0.6789536266349584,1080,0.8341254752851711,0.6375198728139905,0.20285261489698891,0.5581659876653835,0.7222222222222222,0.4975186104218362,1.0,0.9870641169853769,0.8871681415929203,0.1128747795414462
"(0, 0, 0, 1, 0)","(4, 10, 16, 0)",0.6777645659928656,1084,0.8325426944971537,0.6373801916932907,0.2,0.5566409620634815,0.7198523379819525,0.49875,1.0,0.9870641169853769,0.8827433628318584,0.1111111111111111
"(0, 0, 0, 1, 0)","(4, 0, 12, 0)",0.6739001189060642,1097,0.8241654913023038,0.6459016393442623,0.19138755980861244,0.5538182301517262,0.7079967689822294,0.5130208333333334,1.0,0.9859392575928009,0.8716814159292036,0.10582010582010581
"(0, 0, 0, 1, 0)","(4, 0, 14, 0)",0.6733055885850179,1099,0.8213533130414423,0.6500415627597672,0.19138755980861244,0.5542608118699407,0.7035699959887686,0.5206391478029294,1.0,0.9865016872890888,0.8650442477876106,0.10582010582010581
"(0, 0, 0, 1, 0)","(4, 0, 16, 0)",0.6733055885850179,1099,0.8206686930091185,0.6516290726817042,0.19138755980861244,0.5545617751664783,0.7022809123649459,0.5234899328859061,1.0,0.9870641169853769,0.8628318584070797,0.10582010582010581
