Kombinace rysů,délka úseku,Accuracy,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
"(0, 0, 0, 1, 0)","(6, 10, 14, 0)",0.8058264666651229,0.8460363563915599,0.8204787535247613,0.7190721630539492,0.7951957576567569,0.848665115185734,0.8200865618039728,0.7153072235171913,0.8461848439151298,0.8290626905637792,0.7259819181287026
"(0, 0, 0, 1, 0)","(6, 10, 16, 0)",0.8122842430586168,0.8500160097817091,0.8275233953097277,0.7309239902143707,0.8028211317686026,0.8511650687517959,0.8273846688662815,0.7285424575381052,0.8521412515767665,0.8348435988737775,0.7371670522042649
"(0, 0, 0, 1, 0)","(6, 0, 12, 0)",0.7910808832640772,0.8401430611024916,0.7998763271953709,0.6932350730909035,0.7777514871295889,0.8410746831983429,0.801589146086976,0.6900342909754731,0.8429221952826268,0.8054156428737083,0.7003066934009721
"(0, 0, 0, 1, 0)","(6, 0, 14, 0)",0.7986913954357469,0.8455349360944397,0.8068216998282802,0.7061111743250363,0.7861559367492522,0.84514836866182,0.8092942701964546,0.703691435813842,0.8496438569964319,0.8121782712162625,0.7127109370707544
"(0, 0, 0, 1, 0)","(6, 0, 16, 0)",0.8022644517853876,0.8492567649282258,0.8062148554937554,0.7108576256294075,0.7887764153504628,0.8465913476175991,0.8053554598519799,0.7134631747040208,0.8556905730263906,0.8143404124774536,0.7122397124966493
"(0, 0, 0, 1, 0)","(0, 8, 12, 0)",0.796790270677745,0.8410922375555219,0.8088946303633252,0.7039921961872987,0.784659688035382,0.8441324737727676,0.8120441412725748,0.6975423010999818,0.841408710240829,0.8138284231019123,0.7140236741990167
"(0, 0, 0, 1, 0)","(0, 8, 14, 0)",0.8006052031129209,0.8447759586045571,0.8106960045625708,0.7092796481737957,0.7882505371136411,0.8456670046387815,0.8105396418212116,0.707567270318477,0.846915081731856,0.819270770005805,0.7147268960631586
"(0, 0, 0, 1, 0)","(0, 8, 16, 0)",0.8075290297714091,0.8500212206363,0.816491894086408,0.7198957890471094,0.7954696345899391,0.8482057276299944,0.8149468975341987,0.7238791749396107,0.8554768285443725,0.8254334924694652,0.7206363721291074
"(0, 0, 0, 1, 0)","(0, 10, 12, 0)",0.7933241498130683,0.8410663900961932,0.8017223363675923,0.6973983952024387,0.7800623738887414,0.8443014443310293,0.7990812787870911,0.6934186895678788,0.8413170701579225,0.8134081007845875,0.7052675206898833
"(0, 0, 0, 1, 0)","(0, 10, 14, 0)",0.804625224724742,0.8476612180482125,0.8136676383183243,0.7166678410844957,0.7926655658170108,0.8484834716548157,0.811377230776022,0.7162801554864308,0.8503887939987692,0.8240828546494369,0.7217879955757376
"(0, 0, 0, 1, 0)","(0, 10, 16, 0)",0.8080812527370224,0.8499771416642952,0.8148731463211625,0.7229249924767547,0.795925093487404,0.8491992210732585,0.8143744868065956,0.7248904919245064,0.8542443454304633,0.8240846005643089,0.7255865878607545
"(0, 0, 0, 1, 0)","(0, 0, 12, 0)",0.7472815246012937,0.8232075860486361,0.7293317765076817,0.6223148369976674,0.7249513998513283,0.8300258163493084,0.7286155823904504,0.614201003034707,0.821253945586367,0.7367340871849879,0.6376220393131304
"(0, 0, 0, 1, 0)","(0, 0, 14, 0)",0.7534022363124102,0.831397502179071,0.7235880980354621,0.6321767809766818,0.7290541270637385,0.8352517166177578,0.7219978576274719,0.6273806242196073,0.8328894752042725,0.7328588856159112,0.6450236669052868
"(0, 0, 0, 1, 0)","(0, 0, 16, 0)",0.7569959712961294,0.8348000819503101,0.7270685293928968,0.6369901192748866,0.7329529102060311,0.8391506710292223,0.7230203946718342,0.631385807339993,0.835093295681703,0.7382071880122125,0.649429650931156
"(0, 0, 0, 1, 1)","(4, 8, 12, 5)",0.7980556568010699,0.8426410596186938,0.8091748210270471,0.7059715047963288,0.78592912848069,0.8458708988079904,0.8042970618199907,0.7026050406124719,0.8426452890358899,0.8215788088274374,0.7128389385465199
"(0, 0, 0, 1, 1)","(4, 8, 12, 6)",0.7980621774528124,0.8409351455691422,0.8169775454552767,0.70580029052068,0.7879043271816994,0.8439493013093771,0.8125850086147317,0.7023237972017375,0.841581134546008,0.828986275966515,0.7128071963572244
"(0, 0, 0, 1, 1)","(4, 8, 12, 7)",0.7941429510133111,0.8410814590206593,0.8011296769034478,0.7005634620294203,0.780924865984509,0.8424234504487774,0.8055307354941261,0.6947019292064903,0.8433045620811545,0.8032732943576898,0.7105512368925767
"(0, 0, 0, 1, 1)","(4, 8, 12, 8)",0.7983476615435331,0.8402466445238606,0.8192232960971604,0.7052464558923486,0.7882387988377898,0.8422385291440266,0.8186705631539949,0.7018414650361312,0.8416947858618103,0.8269908652153722,0.7124284823344482
"(0, 0, 0, 1, 1)","(4, 8, 12, 9)",0.7958366756018832,0.8393813597856201,0.808060427504121,0.7050480083604894,0.7841632652167437,0.8434553319820581,0.8116696551462281,0.6970965707231089,0.8381944003769501,0.8113368476133859,0.71644719643207
"(0, 0, 0, 1, 1)","(4, 8, 12, 10)",0.8000212711226439,0.8413831323126706,0.8182530606003435,0.7101254445131838,0.7899205458087328,0.844108143420289,0.8219487131663101,0.7044689945023922,0.8427813617041677,0.8222149788845327,0.719605781681895
"(0, 0, 0, 1, 1)","(4, 8, 12, 11)",0.7960609850387735,0.838788584383755,0.8119572335016091,0.7055930552271219,0.7854462910374953,0.8448004744748635,0.8177284905300543,0.6938352656498952,0.8366281724138304,0.8129063492721469,0.7217419427565722
"(0, 0, 0, 1, 1)","(4, 8, 12, 12)",0.7986288416986401,0.8403309252158693,0.8142455624507642,0.7104722654287798,0.7883495843651379,0.8459778173169561,0.8169114741395468,0.701400869288708,0.839355485845817,0.8198764745179796,0.7246535835863189
"(0, 0, 0, 1, 1)","(4, 8, 12, 13)",0.8042400496970984,0.8443118283133535,0.8151710587351895,0.7202823208836763,0.7932550693107397,0.8469375807002241,0.8191356856027188,0.7169145833705436,0.8454887486090994,0.8204795697018221,0.7281604816329003
"(0, 0, 0, 1, 1)","(4, 8, 12, 14)",0.8074881050708843,0.8454021254940877,0.8226566723321556,0.7250150107650962,0.7976912695304467,0.8492294289951839,0.8289802580338845,0.7182918467606222,0.8455250513226765,0.8245390076228485,0.7357100782604415
"(0, 0, 0, 1, 1)","(4, 8, 12, 15)",0.8107217289485543,0.8468822539848638,0.8222070857968516,0.7324962938031583,0.8005285445282914,0.8485331945370318,0.8242841426735854,0.7306906728334297,0.8492193863138505,0.828174861176759,0.7387428167940231
