Kombinace rysů,délka úseku,Accuracy,Chyby,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
"(0, 0, 0, 0, 1)","(0, 0, 0, 5)",0.6765063139627551,1064.7,0.7261280676061823,0.7231514390271013,0.3028313266976526,0.5840369444436455,0.7843033957052752,0.7256234741387382,0.2968213126979588,0.6847432436518407,0.7391535515800366,0.4497032241493226
"(0, 0, 0, 0, 1)","(0, 0, 0, 6)",0.6896120696892232,1024.4,0.7334785749942954,0.7284099755718809,0.31736272232179974,0.5930837576293253,0.7934167357080342,0.726522273561947,0.307655956664847,0.6905987515807368,0.7475610666880881,0.4576018006066662
"(0, 0, 0, 0, 1)","(0, 0, 0, 7)",0.7153369476125093,937.6,0.7509480282858969,0.7496484252119014,0.34546304510255255,0.6153531662001172,0.7988658936340038,0.7488690579029751,0.32594820650450657,0.7151785768906712,0.7670940332135483,0.5073474348362661
"(0, 0, 0, 0, 1)","(0, 0, 0, 8)",0.7253840181852151,905.2,0.7599950214384799,0.7522257172587258,0.3435814486133894,0.6186007291035318,0.8027227256392848,0.7505670996955918,0.32756800214299386,0.7277974804218156,0.7718291368259905,0.46246931628162685
"(0, 0, 0, 0, 1)","(0, 0, 0, 9)",0.7397568756736017,856.1,0.7756772827750612,0.757723482133087,0.36244747822889517,0.6319494143790145,0.8109776037304581,0.7618540941033232,0.34190684671602345,0.7492321605087282,0.7731814710073142,0.4923756614660461
"(0, 0, 0, 0, 1)","(0, 0, 0, 10)",0.7472914502074585,829.8,0.7805928829433658,0.7623609930089545,0.37844229593101736,0.6404653906277794,0.8162653064717379,0.7630542756765644,0.3537710851537898,0.753207240710438,0.7827225427657575,0.5150645689451379
"(0, 0, 0, 0, 1)","(0, 0, 0, 11)",0.7496663986937631,819.0,0.7846284787132657,0.7541506665465245,0.392828923096961,0.6438693561189172,0.8169564702138621,0.7583987254512035,0.3623554071635045,0.7601339432380235,0.7698683507561322,0.5396649941153899
"(0, 0, 0, 0, 1)","(0, 0, 0, 12)",0.753002658622485,807.9,0.7866613799016661,0.7562592186518532,0.37279616266099624,0.638572253738172,0.8205711770542168,0.7585506321209461,0.3500373860904745,0.760714611496088,0.7762883740304296,0.4879597719847747
"(0, 0, 0, 0, 1)","(0, 0, 0, 13)",0.758489904225849,790.9,0.7964192634272304,0.7497937323904336,0.3839999752951936,0.6434043237042859,0.8189699360895506,0.7576907297879705,0.36246820674993746,0.7800465228439324,0.7667896428901448,0.4922177209107385
"(0, 0, 0, 0, 1)","(0, 0, 0, 14)",0.7611277986925404,777.6,0.7970496371344173,0.7555095594815138,0.3770682866713343,0.6432091610957552,0.821827682671079,0.7615339967161395,0.35869727017050346,0.7782394099806854,0.773354583337094,0.48234493869802747
"(0, 0, 0, 0, 1)","(0, 0, 0, 15)",0.767000952094622,759.5,0.8039452019913732,0.7519908132093334,0.39683607270876875,0.6509240293031585,0.8258168681939573,0.76018614219139,0.3745282387906387,0.7878350657478659,0.7694208170795422,0.5035048606128508
"(0, 0, 0, 0, 1)","(0, 0, 0, 16)",0.7681174598539946,758.1,0.8060849751572856,0.7514178559491957,0.3858620294624,0.6477882868562937,0.8279437482714238,0.7577982252740968,0.36940494816818686,0.7895986486096803,0.7710668118922707,0.4780923898116557
"(0, 0, 0, 1, 0)","(4, 8, 12, 0)",0.7644015396524967,766.9,0.8036313332306184,0.7934074423433249,0.3692101159027727,0.6554162971589053,0.8335000228804292,0.7949715557133518,0.3582509730475965,0.7792971303946836,0.8107461221491159,0.48483024661123714
"(0, 0, 0, 1, 0)","(4, 8, 14, 0)",0.7709116479939834,746.6,0.8068404996775735,0.7914390299248047,0.39162549499669863,0.663301674866359,0.8349008507891371,0.7927425808283333,0.3731008072728002,0.7836981654456695,0.8085024135719365,0.5230871077045498
"(0, 0, 0, 1, 0)","(4, 8, 16, 0)",0.7787397131821892,717.5,0.8115047733291829,0.8003492099832699,0.3938361040217549,0.6685633624447357,0.8414115635992647,0.7972575386406633,0.3760405675180589,0.787245637166481,0.8236950555736386,0.5128721280101614
"(0, 0, 0, 1, 0)","(4, 10, 12, 0)",0.7635328485527569,768.8,0.8001632533421403,0.7885128940587396,0.39065597016782416,0.6597773725229015,0.8360346020998051,0.7877338122929961,0.36806681724242696,0.7713609279487681,0.8090000819544771,0.5487573246832316
"(0, 0, 0, 1, 0)","(4, 10, 14, 0)",0.7662766315451071,764.1,0.8010404076220636,0.7918780730220019,0.37905670641686906,0.6573250623536449,0.8355687585428875,0.7908652851977122,0.3652221956010185,0.7730523026610557,0.8129402689785475,0.4992216793980851
"(0, 0, 0, 1, 0)","(4, 10, 16, 0)",0.7815265785401628,711.3,0.811824559517334,0.8026149923239446,0.38119696751957777,0.6652121731202856,0.8406901989334777,0.7985335012467273,0.3672249041311243,0.7882187831480497,0.8251024858000617,0.4738593955244452
"(0, 0, 0, 1, 0)","(4, 0, 12, 0)",0.7433456373341115,836.8,0.7937925104802593,0.7612730230655533,0.35700269425369996,0.6373560759331708,0.8325917354318852,0.7671553078812313,0.34306129506232974,0.7620230391961345,0.7763713047899528,0.4955803338207575
"(0, 0, 0, 1, 0)","(4, 0, 14, 0)",0.7426680019382412,836.7,0.7928575575767948,0.7586910200373919,0.35919812604396656,0.636915567886051,0.8334672066619604,0.7625364432548729,0.34450284330849146,0.7595591255291197,0.7763808607431768,0.5012105906015867
"(0, 0, 0, 1, 0)","(4, 0, 16, 0)",0.751321483099303,811.4,0.8007258535490257,0.7650304756945785,0.35458970890131564,0.6401153460483064,0.8361112387241088,0.7652120454102123,0.34544853172752654,0.7716816503056017,0.7833570097138358,0.4685075204576643
"(0, 0, 0, 1, 0)","(6, 8, 12, 0)",0.7664156210898261,767.4,0.8005158882075595,0.7990395098660728,0.3832684044224112,0.6609412674986811,0.831393327097896,0.800149066158337,0.36741275620634684,0.7746472567669771,0.8175318841677857,0.5159363653998114
"(0, 0, 0, 1, 0)","(6, 8, 14, 0)",0.7721369988045013,742.0,0.8096399242952301,0.7891119042147465,0.4058407651125567,0.6681975312075111,0.8363323871555165,0.791553943961248,0.3819571600663985,0.7875007827206593,0.8081736117366823,0.562081520537095
"(0, 0, 0, 1, 0)","(6, 8, 16, 0)",0.7739924216540788,738.9,0.8086918671200534,0.7946965133162541,0.40245552777507143,0.6686146360704598,0.8394532271602241,0.7930325181245426,0.3804079400712314,0.7828937086516247,0.8167893063448319,0.5522011786420224
"(0, 0, 0, 1, 0)","(6, 10, 12, 0)",0.766353445004772,761.0,0.8043911014242188,0.7912226011764635,0.3865279445872926,0.6607138823959916,0.8335054225267624,0.7902533849691464,0.37071028603121353,0.7804748089778586,0.8137832492865897,0.5275938396017914
"(0, 0, 0, 1, 0)","(6, 10, 14, 0)",0.7759569944813566,731.5,0.8094991795048984,0.7995659548085896,0.3942915368608339,0.6677855570581073,0.8391262529726369,0.7951008727733578,0.3763803276300905,0.7856385484315342,0.8257508937205775,0.5259253735389483
"(0, 0, 0, 1, 0)","(6, 10, 16, 0)",0.7788280665615777,721.7,0.808753596640666,0.8041938471678968,0.39483883813667353,0.6692620939817454,0.8383619618167755,0.7968280211742665,0.3778559146383217,0.7841583646793681,0.8312865841260095,0.5154096657182927
"(0, 0, 0, 1, 0)","(6, 0, 12, 0)",0.7515960561666772,811.2,0.7931600538139436,0.7768237961336352,0.37829872601630543,0.6494275253212948,0.8249248066499655,0.7840854739467438,0.3582453429953766,0.7678453726857051,0.7902358586789338,0.5381727421149145
"(0, 0, 0, 1, 0)","(6, 0, 14, 0)",0.7605023713531776,785.0,0.8067648943839553,0.77889693592553,0.3779731826138691,0.6545450043077848,0.8394192808759975,0.7790051527253374,0.3621890674215219,0.7801104346150416,0.8011834823462192,0.5233507520562899
"(0, 0, 0, 1, 0)","(6, 0, 16, 0)",0.7638273150932433,767.9,0.8076992631978703,0.7793820135301288,0.38011335016768366,0.6557315422985609,0.838944981523413,0.7792421080129038,0.3659710171839124,0.7826378425264371,0.7992905763181112,0.5184430999523127
"(0, 0, 0, 1, 0)","(0, 8, 12, 0)",0.7573295240027537,795.6,0.797803743285006,0.7852184687981615,0.3856660275054328,0.6562294131962001,0.8336255687106636,0.7900457225954569,0.36433077846011463,0.7689057404505149,0.8015070390782546,0.5548204213670042
"(0, 0, 0, 1, 0)","(0, 8, 14, 0)",0.7671858019479444,763.0,0.8085990849780256,0.7847209577585728,0.39828971818797454,0.6638699203081911,0.8377085682051708,0.7890532620345008,0.37625899947519703,0.784328843941297,0.8004316892305742,0.5612388572321051
"(0, 0, 0, 1, 0)","(0, 8, 16, 0)",0.7706003023042457,749.9,0.8102843646046392,0.7879662508589731,0.38643357147676816,0.6615613956467935,0.8384877819107321,0.7928107543065562,0.36859220472945975,0.7876050177611875,0.8034699757045448,0.5145999021515436
"(0, 0, 0, 1, 0)","(0, 10, 12, 0)",0.7558985703985729,798.5,0.7989591494681536,0.7809209666349255,0.37414607612578565,0.6513420640762883,0.8350799195033753,0.7863294172785132,0.35961662524820526,0.7699346954882195,0.7952224962847555,0.5143704549900503
"(0, 0, 0, 1, 0)","(0, 10, 14, 0)",0.765984414870367,766.5,0.8043425241143508,0.7856916327300809,0.3922709477988186,0.6607683682144169,0.8401744598553117,0.7877721208197098,0.3707750068912828,0.7754669611345508,0.8044407603074528,0.5437383459013474
"(0, 0, 0, 1, 0)","(0, 10, 16, 0)",0.7718605818089879,745.8,0.8087824643767518,0.7917344586084389,0.38713586238781306,0.6625509284576678,0.8381399188444385,0.790880198992407,0.37219232138639974,0.7845760265107651,0.8131787016438021,0.5091614844182362
