Kombinace rysů,délky úseku,Accuracy,Chyby,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
"(0, 0, 0, 0, 1)","(0, 0, 0, 5)",0.7544736842105263,933,0.788309205135209,0.8624420401854714,0.08238636363636363,0.5777125363190146,0.8708509354254678,0.9183673469387755,0.046474358974358976,0.7200598802395209,0.8129370629370629,0.3625
"(0, 0, 0, 0, 1)","(0, 0, 0, 6)",0.765,893,0.7932535364526659,0.8679245283018868,0.07210031347962383,0.5777594594113923,0.8720095693779905,0.9082802547770701,0.04121863799283154,0.7275449101796407,0.831002331002331,0.2875
"(0, 0, 0, 0, 1)","(0, 0, 0, 7)",0.7989473684210526,764,0.8256832050941895,0.8838630806845966,0.12164579606440072,0.6103973606143955,0.8815864022662889,0.929305912596401,0.0709812108559499,0.7764471057884231,0.8426573426573427,0.425
"(0, 0, 0, 0, 1)","(0, 0, 0, 8)",0.8081578947368421,729,0.8334636434714621,0.8826747720364742,0.08456659619450317,0.6002350039008132,0.8723404255319149,0.9224904701397713,0.05089058524173028,0.7979041916167665,0.8461538461538461,0.25
"(0, 0, 0, 0, 1)","(0, 0, 0, 9)",0.8294736842105264,648,0.8549461814454126,0.8946236559139785,0.12641083521444696,0.625326890857946,0.8788198103266597,0.9460688758934372,0.07713498622589532,0.8323353293413174,0.8484848484848485,0.35
"(0, 0, 0, 0, 1)","(0, 0, 0, 10)",0.8297368421052631,647,0.8550910489869197,0.8927589367552704,0.11682242990654206,0.6215574718829108,0.8796833773087072,0.9383429672447013,0.07183908045977011,0.8318363273453094,0.8513986013986014,0.3125
"(0, 0, 0, 0, 1)","(0, 0, 0, 11)",0.843421052631579,595,0.8693225069779243,0.8907818679647095,0.15053763440860216,0.6368806697837454,0.8843572534847702,0.9318905155951623,0.0958904109589041,0.8547904191616766,0.8531468531468531,0.35
"(0, 0, 0, 0, 1)","(0, 0, 0, 12)",0.848421052631579,576,0.870309745656006,0.9029304029304029,0.09631728045325778,0.6231858096798889,0.8784951703101169,0.948076923076923,0.06227106227106227,0.8622754491017964,0.8618881118881119,0.2125
"(0, 0, 0, 0, 1)","(0, 0, 0, 13)",0.8510526315789474,566,0.8750931214303451,0.8936039360393604,0.11838006230529595,0.6290257065916671,0.8709836875926842,0.9459635416666666,0.07883817427385892,0.8792415169660679,0.8467365967365967,0.2375
"(0, 0, 0, 0, 1)","(0, 0, 0, 14)",0.8610526315789474,528,0.881559220389805,0.908315565031983,0.10793650793650794,0.6326037644527653,0.8828828828828829,0.9514996809189534,0.07234042553191489,0.8802395209580839,0.8688811188811189,0.2125
