Accuracy,Chyby,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
0.8522292993630574,464.0,0.8836045056320401,0.8853754940711462,0.7740516767454645,0.8476772254828836,0.8180764774044033,0.9150326797385621,0.8778054862842892,0.9605442176870749,0.8575803981623277,0.6922320550639135
0.5785498489425982,1395.0,0.4650743578188373,0.6018099547511312,0.6700136923779096,0.5789660016492927,0.33119383825417203,0.7777777777777778,0.8182831661092531,0.7806354009077155,0.4907749077490775,0.5672333848531684
0.7528492347769457,759.0,0.752373417721519,0.7096774193548387,0.7650581190560056,0.7423696520441211,0.6438727149627623,0.7790368271954674,0.8751007252215954,0.9048525214081827,0.6516587677725119,0.6795994993742178
0.9389473684210526,232.0,0.9439571150097466,0.955477445811365,0.0,0.6331448536070372,0.9223809523809524,0.9605418138987044,0.0,0.966566866267465,0.9504662004662005,0.0
0.8525519848771267,312.0,0.887202832574608,0.8503496503496504,0.8090909090909091,0.8488811306717224,0.8312796208530806,0.8735632183908046,0.8737727910238429,0.9511930585683297,0.8283378746594006,0.7533252720677146
0.5947495473747737,1343.0,0.6284273558146865,0.6047846889952153,0.546058091286307,0.593090045365403,0.49283242708848246,0.5663082437275986,0.897680763983629,0.8669565217391304,0.648870636550308,0.3923673225998807
0.8476084538375973,548.0,0.8745128604832424,0.9051918735891648,0.7846967846967847,0.8548005062563973,0.8595505617977528,0.8813186813186813,0.8148774302620456,0.8900052882072977,0.9303944315545244,0.7566718995290423
0.9787775891341256,50.0,0.980699008868023,0.9848652639350314,0.7441860465116279,0.9032501064382275,0.9680741503604532,0.9977561705310396,0.6666666666666666,0.9936575052854123,0.9723032069970845,0.8421052631578947
0.8547387068201948,492.0,0.8676037920889179,0.916083916083916,0.799124726477024,0.8609374782166194,0.8298936835522202,0.9199438202247191,0.8485130111524164,0.9089041095890411,0.9122562674094707,0.7551695616211745
0.7963733650416172,685.0,0.8706507304116866,0.7277268942547876,0.684449489216799,0.7609423712944244,0.824861600402617,0.5834445927903872,0.9601910828025477,0.921822272215973,0.9668141592920354,0.5317460317460317
