Accuracy,Chyby,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
0.8541401273885351,458.0,0.884071630537229,0.8878357030015798,0.778809393773894,0.8502389091042343,0.8213660245183888,0.9168026101141925,0.8759213759213759,0.9571428571428572,0.8606431852986217,0.7010816125860374
0.5818731117824774,1384.0,0.47542448614834676,0.6151111111111112,0.6585365853658537,0.5830240608751039,0.3373493975903614,0.7731843575418994,0.837708830548926,0.8048411497730711,0.5107011070110701,0.5425038639876353
0.755454249430153,751.0,0.75069142631371,0.7202072538860104,0.7692849594927792,0.7467278798974998,0.6418918918918919,0.7942857142857143,0.8799355358581789,0.9039010466222646,0.6587677725118484,0.6833541927409261
0.9394736842105263,230.0,0.9442815249266863,0.9562171628721541,0.0,0.6334995625996135,0.9252873563218391,0.9578947368421052,0.0,0.9640718562874252,0.9545454545454546,0.0
0.8492438563327032,319.0,0.8844018172640081,0.8466947960618847,0.8051948051948052,0.8454304728402326,0.8271954674220963,0.875,0.8695652173913043,0.9501084598698482,0.8201634877384196,0.7496977025392987
0.5778515389257695,1399.0,0.6158631415241057,0.611214953271028,0.510456679470764,0.5791782580886325,0.4794188861985472,0.5608919382504288,0.8978978978978979,0.8608695652173913,0.6714579055441479,0.35658914728682173
0.8517797552836485,533.0,0.8759086188992731,0.9111361079865017,0.7923296613627091,0.8597914627494946,0.8602753697093319,0.8842794759825328,0.8249787595581988,0.8921205711263882,0.9396751740139211,0.7621664050235479
0.9800509337860781,47.0,0.9837950862519603,0.9856035437430787,0.7333333333333333,0.9009106544427907,0.9731127197518097,0.9985041136873598,0.6346153846153846,0.9947145877378436,0.9730320699708455,0.868421052631579
0.8553291998819014,490.0,0.8668629375204449,0.9157303370786517,0.8024422154382904,0.861678496679129,0.8296806512210394,0.9235127478753541,0.8487084870848709,0.9075342465753424,0.9080779944289693,0.76095947063689
0.7925089179548157,698.0,0.8683293108071869,0.7142857142857143,0.6870401810979061,0.7565517353969358,0.8298308559712968,0.5641025641025641,0.9589257503949447,0.9105736782902137,0.9734513274336283,0.5352733686067019
