Accuracy,Chyby,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
0.6251592356687898,1177.0,0.768586387434555,0.0,0.5478693967902601,0.43881859474160506,0.6246808510638298,0.0,0.6265822784810127,0.998639455782313,0.0,0.48672566371681414
0.2229607250755287,2572.0,0.3421325051759834,0.0,0.10992148465381871,0.1506846632766007,0.20636902903527943,0.0,0.719626168224299,1.0,0.0,0.059505409582689336
0.479648323021817,1598.0,0.5873374788015828,0.0,0.39780018331805683,0.32837922070654657,0.41777241656614394,0.0,0.7431506849315068,0.9885823025689819,0.0,0.2715894868585732
0.5273684210526316,1796.0,0.7691421991940126,0.0,0.0,0.25638073306467085,0.6248830682881198,0.0,0.0,1.0,0.0,0.0
0.5482041587901701,956.0,0.706242818843355,0.0,0.379585326953748,0.36194271526570104,0.5458851391355832,0.0,0.5573770491803278,1.0,0.0,0.2877871825876663
0.3530476765238383,2144.0,0.5249537892791127,0.0,0.03750689464975179,0.18748689464295484,0.3574575204531152,0.0,0.25,0.9878260869565217,0.0,0.020274299344066785
0.6799221357063404,1151.0,0.7992327365728901,0.0,0.5509908168197196,0.45007451779753654,0.6694037843627276,0.0,0.7169811320754716,0.9915388683236382,0.0,0.4474097331240188
0.4104414261460102,1389.0,0.8442659526996876,0.0,0.03821656050955414,0.29416083773641394,0.7305019305019305,0.0,0.019792648444863337,1.0,0.0,0.5526315789473685
0.6200177147918512,1287.0,0.7762162162162162,0.0,0.5636672325976231,0.4466278162712798,0.6410714285714286,0.0,0.5789014821272885,0.9835616438356164,0.0,0.5492142266335814
0.6388228299643282,1215.0,0.7681660899653979,0.0,0.4515738498789346,0.40657997994811085,0.624033731553057,0.0,0.7200772200772201,0.9988751406074241,0.0,0.3289241622574956
