Accuracy,Chyby,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
0.8828025477707007,368.0,0.9106852874309841,0.8908091123330715,0.83298755186722,0.8781606505437586,0.8713486637663145,0.9145161290322581,0.8814489571899012,0.9537414965986395,0.8683001531393568,0.7895771878072763
0.5861027190332326,1370.0,0.4726938962826985,0.5878564857405704,0.6934274371415968,0.5846592730549552,0.33926218708827405,0.7802197802197802,0.8078108941418294,0.7791225416036308,0.47158671586715867,0.60741885625966
0.7775968739824162,683.0,0.780448065173116,0.7087011349306431,0.7940566689702834,0.7610686230246809,0.6823361823361823,0.7574123989218329,0.8865740740740741,0.9115128449096099,0.6658767772511849,0.7190237797246558
0.9386842105263158,233.0,0.94389118290017,0.9550132314025287,0.0,0.6329681381008996,0.9195456696639849,0.9637982195845697,0.0,0.969560878243513,0.9463869463869464,0.0
0.8676748582230623,280.0,0.9026639344262295,0.8547486033519553,0.829923273657289,0.8624452704784913,0.8553398058252427,0.8767908309455588,0.8805970149253731,0.955531453362256,0.8337874659400545,0.7847642079806529
0.5887145443572722,1363.0,0.6259060825716987,0.5988700564971752,0.5348934391976599,0.5865565260888446,0.49085516559565,0.5530434782608695,0.8938547486033519,0.8634782608695653,0.6529774127310062,0.38163387000596305
0.8790322580645161,435.0,0.8992206396130072,0.9092945128779395,0.839410395655547,0.8826418493821646,0.914207650273224,0.8787878787878788,0.8297546012269938,0.8847170809095717,0.9419953596287703,0.8492935635792779
0.9800509337860781,47.0,0.9816849816849816,0.9863418235511259,0.7608695652173914,0.9096321234844996,0.9720207253886011,0.9992520568436799,0.6481481481481481,0.9915433403805497,0.9737609329446064,0.9210526315789473
0.8839681133746679,393.0,0.8975676601575883,0.9167822468793343,0.8479071694985495,0.8874190255118241,0.8978752570253599,0.9129834254143646,0.8496677740863787,0.8972602739726028,0.9206128133704735,0.8461538461538461
0.816884661117717,616.0,0.8884050081654872,0.7257663628831814,0.734163508391987,0.7827782931468851,0.8607594936708861,0.5801324503311258,0.9509116409537167,0.9178852643419573,0.9690265486725663,0.5978835978835979
