Accuracy,Chyby,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
0.845859872611465,484.0,0.8788906009244992,0.8733067729083666,0.7662921348314606,0.8394965028881088,0.8033802816901409,0.9102990033222591,0.8938401048492791,0.9700680272108844,0.8392036753445635,0.6705998033431662
0.5027190332326285,1646.0,0.4502422661200149,0.5002521432173475,0.5772773797338793,0.5092572630237472,0.2987141444114738,0.7898089171974523,0.8545454545454545,0.913767019667171,0.36605166051660515,0.43585780525502316
0.6984695538912407,926.0,0.7475285171102661,0.6043010752688172,0.6824167312161116,0.6780821078650648,0.6225459151361621,0.5531496062992126,0.8953252032520326,0.9352997145575642,0.6658767772511849,0.5513141426783479
0.9097368421052632,343.0,0.9212598425196851,0.9177868083776181,0.0,0.613015550299101,0.8595505617977528,0.9898853674983142,0.0,0.9925149700598802,0.8554778554778555,0.0
0.8275047258979206,365.0,0.8665395614871306,0.8444444444444444,0.7609618104667609,0.8239819387994453,0.7729591836734694,0.8611898016997167,0.9165247018739353,0.9859002169197397,0.8283378746594006,0.6505441354292624
0.531985515992758,1551.0,0.6010575793184488,0.5690140845070423,0.4048170449282075,0.5249629029178996,0.4538598047914818,0.5242214532871973,0.9066390041493776,0.8895652173913043,0.62217659137577,0.26058437686344665
0.8509454949944383,536.0,0.8835220125786164,0.8976897689768977,0.7764298093587522,0.8525471969714221,0.8426103646833013,0.8535564853556485,0.8665377176015474,0.928609201480698,0.9466357308584686,0.7032967032967034
0.9749575551782682,59.0,0.9746508018623901,0.9814402375649591,0.7764705882352941,0.9108538758875477,0.9544072948328267,1.0,0.7021276595744681,0.9957716701902748,0.9635568513119533,0.868421052631579
0.8532624741659286,497.0,0.8700964630225081,0.9041468388851122,0.7952576379388965,0.8565003132821722,0.82,0.8831341301460823,0.8861788617886179,0.9267123287671233,0.9261838440111421,0.7212572373862697
0.8148038049940547,623.0,0.8804709495776811,0.801125703564728,0.676923076923077,0.786173243355162,0.8078910286519493,0.6954397394136808,0.9565217391304348,0.9673790776152981,0.9446902654867256,0.5238095238095238
