n_estim,Kombinace rysů,délky úseku,Accuracy,Chyby,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
5,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.8497195157956894,509,0.8657142857142858,0.8940832724616509,0.8092130518234165,0.8563368699997844,0.9044776119402985,0.9400921658986175,0.7550143266475645,0.8301369863013699,0.8523676880222841,0.8717948717948718
10,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.8550339533510481,491,0.876598686484618,0.8934306569343066,0.8092393468737554,0.85975623009756,0.8848569434752268,0.9386503067484663,0.7803379416282642,0.8684931506849315,0.8523676880222841,0.8403639371381307
15,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.8514909949808089,503,0.8721590909090909,0.8888888888888888,0.8095421315890727,0.8568633704623508,0.9056047197640118,0.9422776911076443,0.7568345323741007,0.8410958904109589,0.841225626740947,0.8701406120760959
20,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.8562149394744611,487,0.8779110797459422,0.8898614150255288,0.814324639937719,0.8606990449030634,0.9053857350800583,0.9341500765696784,0.7691176470588236,0.852054794520548,0.8495821727019499,0.8651778329197684
25,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.8568054325361677,485,0.878556557945871,0.8934306569343066,0.8120539254559873,0.8613470467787216,0.890295358649789,0.9386503067484663,0.7798933739527799,0.8671232876712329,0.8523676880222841,0.8469809760132341
30,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.8509005019191025,505,0.8724222299895141,0.8892149669845928,0.8062745098039216,0.8559705689260095,0.8907922912205567,0.9395348837209302,0.7665920954511558,0.8547945205479452,0.8440111420612814,0.8502894954507858
35,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.8565101860053145,486,0.8757894736842106,0.8963503649635036,0.8136256851996868,0.861921841282467,0.897841726618705,0.941717791411043,0.7724907063197026,0.8547945205479452,0.8551532033426184,0.8593879239040529
40,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.8494242692648362,510,0.8701117318435754,0.891970802919708,0.8031496062992126,0.8550773803541653,0.8874643874643875,0.9371165644171779,0.7663410969196093,0.8534246575342466,0.850974930362117,0.8436724565756824
45,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.8562149394744611,487,0.8772298006295908,0.8927789934354485,0.8128930817610063,0.8609672919420152,0.8963545389563974,0.9372128637059725,0.7745318352059926,0.8589041095890411,0.8523676880222841,0.8552522746071133
50,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.8591674047829938,477,0.8791606367583212,0.888235294117647,0.8233962264150944,0.8635973857636876,0.9317484662576687,0.940809968847352,0.7571131158917418,0.8321917808219178,0.841225626740947,0.902398676592225
55,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.8506052553882492,506,0.8703573931324456,0.8940832724616509,0.8051744413955312,0.8565383689965426,0.890961262553802,0.9400921658986175,0.7652757078986587,0.8506849315068493,0.8523676880222841,0.8494623655913979
60,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.8529672276350753,498,0.8739084876004192,0.8931185944363104,0.8078585461689587,0.8582952094018962,0.8916607270135424,0.941358024691358,0.7694610778443114,0.8568493150684932,0.8495821727019499,0.8502894954507858
65,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.8523767345733687,500,0.8738675958188153,0.8918128654970761,0.806782334384858,0.8574875985669165,0.8893617021276595,0.9384615384615385,0.7709118311981914,0.8589041095890411,0.8495821727019499,0.8461538461538461
70,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.8517862415116623,502,0.8734750784245382,0.8918128654970761,0.8056759952700039,0.8569879797305394,0.8892831795599716,0.9384615384615385,0.7695783132530121,0.8582191780821918,0.8495821727019499,0.8453267162944582
75,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.8544434602893416,493,0.8748251748251749,0.8947368421052632,0.809897879025923,0.859819965318787,0.8935714285714286,0.9415384615384615,0.7711293941660434,0.8568493150684932,0.8523676880222841,0.8527708850289496
80,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.8609388839681134,471,0.8810696692470091,0.8961988304093568,0.8198127925117005,0.8656937640560222,0.9059334298118669,0.943076923076923,0.7756457564575646,0.8575342465753425,0.8537604456824512,0.869313482216708
85,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.8511957484499557,504,0.8730822873082287,0.8906823184152605,0.805348014156508,0.8563708732933324,0.8892045454545454,0.9410852713178295,0.767616191904048,0.8575342465753425,0.8454038997214485,0.8469809760132341
90,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.8529672276350753,498,0.8724597056762439,0.8956965718453683,0.8081600627697136,0.858772113430442,0.8931133428981348,0.9402756508422665,0.7686567164179104,0.8527397260273972,0.8551532033426184,0.8519437551695617
95,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.8503100088573959,507,0.8713286713286713,0.8916544655929722,0.804552590266876,0.8558452423961732,0.89,0.9398148148148148,0.765496639283047,0.8534246575342466,0.8481894150417827,0.847808105872622
100,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.8529672276350753,498,0.8736915561758548,0.8940832724616509,0.8074044899566759,0.8583931061980605,0.8904694167852063,0.9400921658986175,0.7706766917293233,0.8575342465753425,0.8523676880222841,0.847808105872622
105,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.853852967227635,495,0.8754373687893632,0.8913362701908958,0.8097102584181676,0.8588279657994756,0.8948497854077253,0.9425465838509317,0.7687732342007435,0.8568493150684932,0.8454038997214485,0.8552522746071133
110,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.8517862415116623,502,0.8736033519553073,0.8906823184152605,0.806438947781704,0.8569082060507572,0.8910256410256411,0.9410852713178295,0.7675635276532138,0.8568493150684932,0.8454038997214485,0.8494623655913979
115,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.853852967227635,495,0.8739965095986039,0.8948905109489051,0.8089799133517133,0.8592889779664074,0.8911032028469751,0.9401840490797546,0.7721804511278195,0.8575342465753425,0.8537604456824512,0.8494623655913979
120,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.8591674047829938,477,0.8784980517180304,0.8950437317784257,0.8189220628150445,0.8641546154371668,0.9097578870139399,0.9388379204892966,0.7708029197080292,0.8493150684931506,0.8551532033426184,0.8734491315136477
125,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.8514909949808089,503,0.8710801393728222,0.8965014577259475,0.8048973143759873,0.8574929704915858,0.8865248226950354,0.9403669724770642,0.7702191987906274,0.8561643835616438,0.8565459610027855,0.8428453267162944
130,"(1, 1, 1, 1, 1)","[[4, 6], [8, 10], [12, 14, 16], range(5, 17)]",0.8500147623265427,508,0.8718127837932239,0.8900293255131965,0.8040832351786416,0.8553084481616873,0.8895224518888097,0.9396284829721362,0.7653213751868461,0.8547945205479452,0.8454038997214485,0.8469809760132341
