Accuracy,Chyby,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra stavu 3,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Precision stavu 3,Recall stavu 0,Recall stavu 1,Recall stavu 2,Recall stavu 3
0.8028662420382165,619.0,0.9024072869225764,0.7372611464968153,0.8309178743961353,0.6497395833333334,0.7800814727872152,0.8636363636363636,0.759016393442623,0.7478260869565218,0.7190201729106628,0.9448228882833788,0.7167182662538699,0.9347826086956522,0.5926365795724465
0.5317220543806647,1550.0,0.4453125,0.6135717188134905,0.5308848080133556,0.505656108597285,0.5238562838560328,0.3045801526717557,0.8521444695259593,0.6489795918367347,0.5143843498273878,0.8278008298755186,0.4793650793650794,0.4491525423728814,0.4972191323692992
0.6756756756756757,996.0,0.784692694240433,0.5283757338551859,0.8044871794871795,0.5646935568360398,0.6705622911047096,0.6956819739547635,0.3835227272727273,0.8508474576271187,0.8792822185970636,0.899822695035461,0.8490566037735849,0.7629179331306991,0.4158950617283951
0.8055263157894736,739.0,0.9326947315351651,0.785830354241144,0.0,0.007561436672967864,0.4315216306123193,0.9424350483953133,0.8883174136664217,0.0,0.0042643923240938165,0.9231536926147704,0.7045454545454546,0.0,0.03333333333333333
0.8071833648393195,408.0,0.8972151898734178,0.721763085399449,0.7949367088607595,0.7095070422535211,0.7808555065967868,0.8486590038314177,0.6616161616161617,0.7772277227722773,0.8502109704641351,0.9516648764769066,0.793939393939394,0.8134715025906736,0.6087613293051359
0.5214242607121303,1586.0,0.6216968011126565,0.5667506297229219,0.23578947368421052,0.38839550029603315,0.4531581012039555,0.4653826132222801,0.4712041884816754,0.9333333333333333,0.8677248677248677,0.9361256544502617,0.7109004739336493,0.13493975903614458,0.2501906941266209
0.8150723025583982,665.0,0.9030732860520094,0.6479750778816199,0.8322368421052632,0.7133406835722161,0.7741564724027772,0.8971816283924844,0.5864661654135338,0.755223880597015,0.7958179581795818,0.9090428344791116,0.7238979118329466,0.9267399267399268,0.6463536463536463
0.7661290322580645,551.0,0.9772125066242713,0.7591111111111111,0.5833333333333334,0.07985480943738657,0.5998779401265256,0.9798087141339001,0.9726651480637813,0.4117647058823529,0.04230769230769231,0.9746300211416491,0.6224489795918368,1.0,0.7096774193548387
0.7948036610569826,695.0,0.8977900552486188,0.7105978260869565,0.8058608058608059,0.6978494623655914,0.7780245373904932,0.8996539792387543,0.7223756906077348,0.7166123778501629,0.712403951701427,0.895933838731909,0.6991978609625669,0.9205020920502092,0.6838777660695469
0.7167063020214031,953.0,0.8568207440811725,0.5637583892617449,0.6221198156682027,0.535031847133758,0.6444326990362195,0.8534531162268388,0.4073714839961203,0.7988165680473372,0.8772845953002611,0.8602150537634409,0.9150326797385621,0.5094339622641509,0.3848797250859107
