Kombinace rysů,délky úseku,Accuracy,Chyby,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
"(0, 0, 0, 0, 1)","(0, 0, 0, 5)",0.7242397401830528,934,0.8339722795635506,0.7354312354312355,0.489502099580084,0.6863018715249566,0.7322630761263594,0.6322645290581163,0.8908296943231441,0.9684931506849315,0.8788300835654597,0.337468982630273
"(0, 0, 0, 0, 1)","(0, 0, 0, 6)",0.7384115736640094,886,0.8457142857142858,0.7358053302433372,0.5339524085896692,0.7051573415157639,0.753887399463807,0.6299603174603174,0.8949416342412452,0.963013698630137,0.8844011142061281,0.380479735318445
"(0, 0, 0, 0, 1)","(0, 0, 0, 7)",0.7428402716268084,871,0.8479122218835721,0.7165217391304348,0.5735294117647058,0.7126544575929042,0.7638660076880834,0.6137040714995035,0.9069767441860465,0.9527397260273973,0.8607242339832869,0.41935483870967744
"(0, 0, 0, 0, 1)","(0, 0, 0, 8)",0.7505166814289932,845,0.853250773993808,0.7088167053364269,0.6076923076923076,0.7232532623408475,0.7785310734463277,0.6073558648111332,0.9050736497545008,0.9438356164383561,0.850974930362117,0.4574028122415219
"(0, 0, 0, 0, 1)","(0, 0, 0, 9)",0.7573073516386183,822,0.8506392266916121,0.7031158142269254,0.6463022508038585,0.7333524305741319,0.7807670291929021,0.6083418107833164,0.9178082191780822,0.9342465753424658,0.8328690807799443,0.4987593052109181
"(0, 0, 0, 0, 1)","(0, 0, 0, 10)",0.7602598169471508,812,0.848408446265364,0.690223792697291,0.675775091960063,0.7381357769742394,0.7857559836544075,0.5979591836734693,0.9265129682997119,0.9219178082191781,0.8161559888579387,0.5318444995864351
"(0, 0, 0, 0, 1)","(0, 0, 0, 11)",0.7673457336876292,788,0.849903784477229,0.6928948913681738,0.7004608294930875,0.7477531684461635,0.7991556091676719,0.5989847715736041,0.9193548387096774,0.9075342465753424,0.8217270194986073,0.56575682382134
"(0, 0, 0, 0, 1)","(0, 0, 0, 12)",0.7726601712429879,770,0.8483072916666666,0.6929411764705883,0.7242757242757243,0.7551747308043263,0.8083126550868487,0.59979633401222,0.914249684741488,0.8924657534246575,0.8203342618384402,0.5996691480562448
"(0, 0, 0, 0, 1)","(0, 0, 0, 13)",0.7779746087983466,752,0.8423823626192827,0.6966161026837806,0.7501237011380505,0.7630407221470379,0.8106396453451552,0.5993975903614458,0.9334975369458128,0.8767123287671232,0.8314763231197771,0.6269644334160464
"(0, 0, 0, 0, 1)","(0, 0, 0, 14)",0.7809270741068792,742,0.8382992969534651,0.6968641114982579,0.7680387409200968,0.7677340497906066,0.8199083169613621,0.5976095617529881,0.9264018691588785,0.8575342465753425,0.8356545961002786,0.6559139784946236
"(0, 0, 0, 0, 1)","(0, 0, 0, 15)",0.776203129613227,758,0.8292020373514432,0.6840277777777778,0.777724892908139,0.7636515693457867,0.8222222222222222,0.5851485148514851,0.9159192825112108,0.8363013698630137,0.8231197771587744,0.6757650951199339
"(0, 0, 0, 0, 1)","(0, 0, 0, 16)",0.7800413345143195,745,0.8235294117647058,0.6898148148148148,0.7940630797773655,0.7691357687856287,0.8321678321678322,0.5900990099009901,0.9039070749736009,0.815068493150685,0.83008356545961,0.7080231596360629
"(0, 0, 0, 1, 0)","(4, 8, 12, 0)",0.6823147328018896,1076,0.8750391481365487,0.4201550387596899,0.5613269314709733,0.6188403727890707,0.8061165608770917,0.4737762237762238,0.5942698706099815,0.9568493150684931,0.3774373259052925,0.5318444995864351
"(0, 0, 0, 1, 0)","(4, 8, 14, 0)",0.6772955417773842,1093,0.8761061946902655,0.4090566037735849,0.5575492341356674,0.6142373441998392,0.8133802816901409,0.4464579901153213,0.5920074349442379,0.9493150684931507,0.3774373259052925,0.5268817204301075
