Accuracy,Chyby,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra stavu 3,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Precision stavu 3,Recall stavu 0,Recall stavu 1,Recall stavu 2,Recall stavu 3
0.7975528364849833,728.0,0.8653022370299858,0.8338493292053664,0.0,0.7391304347826086,0.6095705002544902,0.7866724361748161,0.7509293680297398,0.0,0.8647925033467202,0.9613960867265997,0.9373549883990719,0.0,0.6453546453546454
0.8519447929736512,472.0,0.9114285714285715,0.8855172413793103,0.0,0.7567140600315956,0.6384149682098694,0.85568669527897,0.8147208121827412,0.0,0.8936567164179104,0.9749388753056235,0.9697885196374623,0.0,0.6561643835616439
0.8181281369943904,616.0,0.8558225508317929,0.9060272197018795,0.0,0.7823596792668958,0.6360523624501421,0.7738161559888579,0.879245283018868,0.0,0.8569636135508155,0.9572708476912474,0.9344919786096256,0.0,0.7197049525816649
0.8439288942452546,518.0,0.8810795614281698,0.9228758169934641,0.0,0.775330396475771,0.6448214437243511,0.7970498474059003,0.9039692701664532,0.0,0.9230769230769231,0.9849151477058454,0.9425901201602136,0.0,0.6683544303797468
0.8519225524952277,543.0,0.906310575059229,0.9038652130822596,0.0,0.7545150501672241,0.6411727095771782,0.8375796178343949,0.8290909090909091,0.0,0.9322314049586777,0.987329892069451,0.9934640522875817,0.0,0.6337078651685393
0.8428414701042238,573.0,0.8886300093196645,0.8948194662480377,0.0,0.6547368421052632,0.6095465794182413,0.8107993197278912,0.8990536277602523,0.0,0.9067055393586005,0.9829896907216494,0.890625,0.0,0.5123558484349259
0.7939490445859873,647.0,0.8445610965296004,0.8,0.0,0.7706792199058508,0.6038100791088628,0.7383987761346252,0.8838951310861424,0.0,0.8883720930232558,0.9863760217983651,0.7306501547987616,0.0,0.6805225653206651
0.8845783905097788,360.0,0.9330300732878444,0.926984126984127,0.0,0.8016877637130801,0.6654254909962629,0.8840996168582376,0.8673267326732673,0.0,0.903041825095057,0.9876939539860888,0.9954545454545455,0.0,0.7207890743550834
0.6884531590413944,858.0,0.7134894091415831,0.7869520897043832,0.0,0.6900878293601004,0.5476323320515166,0.5549132947976878,0.8997668997668997,0.0,0.9243697478991597,0.9989594172736732,0.6992753623188406,0.0,0.5505505505505506
0.86,420.0,0.936951316839585,0.8157303370786517,0.0,0.7676767676767676,0.6300896053987511,0.90076726342711,0.778969957081545,0.0,0.7875647668393783,0.9761640798226164,0.8561320754716981,0.0,0.7487684729064039
