Accuracy,Chyby,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra stavu 3,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Precision stavu 3,Recall stavu 0,Recall stavu 1,Recall stavu 2,Recall stavu 3
0.57119021134594,1542.0,0.7122410546139359,0.0,0.0,0.2767402376910017,0.24724532307623442,0.5530856975723896,0.0,0.0,0.9209039548022598,1.0,0.0,0.0,0.16283716283716285
0.5545796737766625,1420.0,0.6982501067008109,0.0,0.0,0.30414746543778803,0.25059939303464973,0.5363934426229509,0.0,0.0,0.9565217391304348,1.0,0.0,0.0,0.18082191780821918
0.48302332447593743,1751.0,0.6257007330746012,0.0,0.0,0.32201914708442125,0.2369299700397556,0.45528710385942894,0.0,0.0,0.925,1.0,0.0,0.0,0.19494204425711276
0.5143115396203676,1612.0,0.6644393401545208,0.0,0.0,0.25466520307354557,0.22977613580701658,0.49749843652282677,0.0,0.0,0.9586776859504132,1.0,0.0,0.0,0.1468354430379747
0.5974911371693482,1476.0,0.7432856644576212,0.0,0.0,0.12578616352201258,0.21726795699490845,0.5914515681376631,0.0,0.0,0.9375,1.0,0.0,0.0,0.06741573033707865
0.5471749862863412,1651.0,0.7017543859649122,0.0,0.0,0.16566265060240964,0.21685425914183049,0.5405405405405406,0.0,0.0,0.9649122807017544,1.0,0.0,0.0,0.09060955518945635
0.5082802547770701,1544.0,0.6585912965455362,0.0,0.0,0.25806451612903225,0.2291639531686421,0.4909698996655518,0.0,0.0,0.8533333333333334,1.0,0.0,0.0,0.15201900237529692
0.6447579352356525,1108.0,0.7732726520479933,0.0,0.0,0.34932349323493234,0.2806490363207314,0.63035413153457,0.0,0.0,0.922077922077922,1.0,0.0,0.0,0.21547799696509864
0.3638344226579521,1752.0,0.5231355470876429,0.0,0.0,0.07884615384615384,0.15049542523344916,0.35422042019904165,0.0,0.0,1.0,1.0,0.0,0.0,0.04104104104104104
0.6503333333333333,1049.0,0.7833260963960053,0.0,0.0,0.3643122676579926,0.28690959101349944,0.6438258386866524,0.0,0.0,0.7424242424242424,1.0,0.0,0.0,0.2413793103448276
