n_estim,Kombinace rysů,délky úseku,Accuracy,Chyby,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
400,custom,custom,0.8235668789808918,554,0.8670967741935484,0.7575250836120402,0.7953629032258065,0.8066615870104651,0.8245398773006135,0.8342541436464088,0.8159255429162358,0.9142857142857143,0.6937212863705973,0.775811209439528
