Accuracy,Chyby,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
0.7274749721913237,980.0,0.7847989394608926,0.0,0.7516778523489933,0.5121589306032953,0.6740037950664136,0.0,0.8740894901144641,0.9391856160761501,0.0,0.6593406593406593
0.6913425345043914,984.0,0.7730379448503417,0.0,0.7485069674850697,0.5071816374451371,0.6332046332046332,0.0,0.9431438127090301,0.9921355111917726,0.0,0.6204620462046204
0.6578092707410688,1159.0,0.7125319693094629,0.0,0.7781919850885368,0.49690798479933324,0.5685714285714286,0.0,0.8911419423692636,0.9541095890410959,0.0,0.6906534325889164
0.701416089183489,991.0,0.776249426868409,0.0,0.782983970406905,0.519744465758438,0.6369450714823175,0.0,0.9606656580937972,0.9935446009389671,0.0,0.6607700312174818
0.7649304608671939,862.0,0.8311790050920486,0.0,0.7721876766534765,0.5344555605818417,0.7132773109243697,0.0,0.9869942196531792,0.995776630689817,0.0,0.6341689879294337
0.642622051563357,1303.0,0.7539961013645224,0.0,0.6805324459234608,0.47817618242932775,0.606269592476489,0.0,0.8969298245614035,0.9969072164948454,0.0,0.5482573726541555
0.6691082802547771,1039.0,0.7449267916773696,0.0,0.7508650519031141,0.4985972811934946,0.5984316962443252,0.0,0.9079497907949791,0.9863945578231292,0.0,0.640117994100295
0.7755690926579032,700.0,0.8438893844781445,0.0,0.7801628423390081,0.5413507422723842,0.7310664605873262,0.0,0.992467043314501,0.9978902953586498,0.0,0.6426829268292683
0.6103848946986202,1073.0,0.6482106684672518,0.0,0.7184853014449427,0.45556532330406485,0.482897384305835,0.0,0.9412532637075718,0.9856262833675564,0.0,0.580983078162772
0.7623333333333333,713.0,0.8350976240884498,0.0,0.7728301886792452,0.5359759375892317,0.7253780138945648,0.0,0.9258589511754068,0.9839246119733924,0.0,0.6632124352331606
