n_estim,Kombinace rysů,délky úseku,Accuracy,Chyby,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
5,custom,custom,0.8954793202949664,326,0.9385710519377801,0.8315565031982942,0.8268082282680823,0.865645261134719,0.9383236689509752,0.7289719626168224,0.9068413391557496,0.9388185654008439,0.967741935483871,0.7597560975609756
10,custom,custom,0.892914395639628,334,0.9355007865757735,0.8291666666666667,0.8237704918032787,0.862812648348573,0.9301355578727841,0.7145421903052065,0.9363354037267081,0.9409282700421941,0.9875930521091811,0.7353658536585366
20,custom,custom,0.8961205514588009,324,0.937434279705573,0.8308977035490606,0.8319783197831978,0.8667701010126105,0.9344863731656184,0.7171171171171171,0.9359756097560976,0.9404008438818565,0.9875930521091811,0.748780487804878
30,custom,custom,0.895158704713049,327,0.9373684210526316,0.8283038501560874,0.8300609343263372,0.8652444018450187,0.9353991596638656,0.7132616487455197,0.9330289193302892,0.9393459915611815,0.9875930521091811,0.7475609756097561
40,custom,custom,0.8948380891311317,328,0.9370223978919631,0.8269430051813471,0.8308525033829499,0.8649393021520867,0.9362822538177988,0.7099644128113879,0.9331306990881459,0.9377637130801688,0.9900744416873449,0.748780487804878
50,custom,custom,0.8945174735492145,329,0.9369891906142895,0.8252326783867632,0.8308525033829499,0.8643581241280008,0.9367422245651028,0.7074468085106383,0.9331306990881459,0.9372362869198312,0.9900744416873449,0.748780487804878
60,custom,custom,0.8948380891311317,328,0.9372362869198312,0.8255933952528379,0.8314150304671631,0.8647482375466108,0.9372362869198312,0.7067137809187279,0.9345509893455098,0.9372362869198312,0.9925558312655087,0.748780487804878
70,custom,custom,0.8945174735492145,329,0.9369891906142895,0.8255933952528379,0.8306233062330624,0.8644019640333965,0.9367422245651028,0.7067137809187279,0.9344512195121951,0.9372362869198312,0.9925558312655087,0.7475609756097561
80,custom,custom,0.8948380891311317,328,0.9369891906142895,0.8264462809917356,0.8314150304671631,0.8649501673577294,0.9367422245651028,0.7079646017699115,0.9345509893455098,0.9372362869198312,0.9925558312655087,0.748780487804878
90,custom,custom,0.8945174735492145,329,0.9367422245651028,0.8264462809917356,0.8306233062330624,0.8646039372633002,0.9362486828240253,0.7079646017699115,0.9344512195121951,0.9372362869198312,0.9925558312655087,0.7475609756097561
100,custom,custom,0.8945174735492145,329,0.9368088467614534,0.8264462809917356,0.8301630434782609,0.8644727237438166,0.9353312302839116,0.7079646017699115,0.9371165644171779,0.9382911392405063,0.9925558312655087,0.7451219512195122
110,custom,custom,0.8941968579672972,330,0.9364953886693017,0.8264462809917356,0.8298305084745763,0.8642573927118713,0.9357556608741443,0.7079646017699115,0.934351145038168,0.9372362869198312,0.9925558312655087,0.7463414634146341
120,custom,custom,0.8948380891311317,328,0.9370223978919631,0.827300930713547,0.8306233062330624,0.8649822116128574,0.9362822538177988,0.7092198581560284,0.9344512195121951,0.9377637130801688,0.9925558312655087,0.7475609756097561
130,custom,custom,0.895158704713049,327,0.9370223978919631,0.8281573498964804,0.8314150304671631,0.8655315927518689,0.9362822538177988,0.7104795737122558,0.9345509893455098,0.9377637130801688,0.9925558312655087,0.748780487804878
140,custom,custom,0.8948380891311317,328,0.9370223978919631,0.8269430051813471,0.8308525033829499,0.8649393021520867,0.9362822538177988,0.7099644128113879,0.9331306990881459,0.9377637130801688,0.9900744416873449,0.748780487804878
150,custom,custom,0.895158704713049,327,0.9370223978919631,0.8281573498964804,0.8314150304671631,0.8655315927518689,0.9362822538177988,0.7104795737122558,0.9345509893455098,0.9377637130801688,0.9925558312655087,0.748780487804878
160,custom,custom,0.8941968579672972,330,0.9367755532139094,0.8260869565217391,0.8292682926829268,0.8640436008061917,0.9357894736842105,0.7087033747779752,0.9329268292682927,0.9377637130801688,0.9900744416873449,0.7463414634146341
170,custom,custom,0.8948380891311317,328,0.9367755532139094,0.8281573498964804,0.8306233062330624,0.865185403114484,0.9357894736842105,0.7104795737122558,0.9344512195121951,0.9377637130801688,0.9925558312655087,0.7475609756097561
180,custom,custom,0.895158704713049,327,0.9370223978919631,0.8281573498964804,0.8314150304671631,0.8655315927518689,0.9362822538177988,0.7104795737122558,0.9345509893455098,0.9377637130801688,0.9925558312655087,0.748780487804878
190,custom,custom,0.8945174735492145,329,0.9367755532139094,0.827300930713547,0.8298305084745763,0.864635664134011,0.9357894736842105,0.7092198581560284,0.934351145038168,0.9377637130801688,0.9925558312655087,0.7463414634146341
200,custom,custom,0.8957999358768837,325,0.9376479873717443,0.8281573498964804,0.832087015635622,0.8659641176346157,0.9354330708661417,0.7104795737122558,0.9400921658986175,0.939873417721519,0.9925558312655087,0.7463414634146341
210,custom,custom,0.8954793202949664,326,0.9376479873717443,0.827300930713547,0.8312925170068027,0.8654138116973646,0.9354330708661417,0.7092198581560284,0.94,0.939873417721519,0.9925558312655087,0.7451219512195122
220,custom,custom,0.895158704713049,327,0.9374013677012099,0.827300930713547,0.8304969366916269,0.865066411702128,0.9349422875131165,0.7092198581560284,0.9399075500770416,0.939873417721519,0.9925558312655087,0.7439024390243902
230,custom,custom,0.8954793202949664,326,0.9374013677012099,0.8281573498964804,0.8312925170068027,0.8656170782014976,0.9349422875131165,0.7104795737122558,0.94,0.939873417721519,0.9925558312655087,0.7451219512195122
240,custom,custom,0.8957999358768837,325,0.9381416162147934,0.8264462809917356,0.832087015635622,0.865558304280717,0.9364161849710982,0.7079646017699115,0.9400921658986175,0.939873417721519,0.9925558312655087,0.7463414634146341
250,custom,custom,0.895158704713049,327,0.9376479873717443,0.8260869565217391,0.8307273963290279,0.8648207800741704,0.9354330708661417,0.7087033747779752,0.9385560675883257,0.939873417721519,0.9900744416873449,0.7451219512195122
