Kombinace rysů,délky úseku,Accuracy,Chyby,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
"(0, 0, 0, 0, 1)","(0, 0, 0, 5)",0.7413640389725421,876,0.843483556638246,0.7363530778164924,0.5565610859728507,0.7121325734758631,0.7593201754385965,0.6314741035856574,0.8801431127012522,0.9486301369863014,0.883008356545961,0.40694789081885857
"(0, 0, 0, 0, 1)","(0, 0, 0, 6)",0.7581930912311781,819,0.8577653283535637,0.740484429065744,0.5998905309250137,0.7327134294481071,0.7860810039931546,0.6318897637795275,0.8867313915857605,0.9438356164383561,0.8941504178272981,0.4532671629445823
"(0, 0, 0, 0, 1)","(0, 0, 0, 7)",0.7723649247121346,771,0.8671949286846276,0.7420289855072464,0.6420274551214361,0.7504171231044366,0.8070796460176991,0.6355511420059583,0.8875912408759125,0.936986301369863,0.8913649025069638,0.5028949545078577
"(0, 0, 0, 0, 1)","(0, 0, 0, 8)",0.7764983761440803,757,0.867704280155642,0.7336394948335246,0.6704312114989733,0.7572583288293799,0.8238916256157636,0.6240234375,0.8836265223274695,0.9164383561643835,0.8899721448467967,0.5401157981803143
"(0, 0, 0, 0, 1)","(0, 0, 0, 9)",0.787422497785651,720,0.8693069306930693,0.7408695652173913,0.7043090638930164,0.7714951866011591,0.8388535031847134,0.634558093346574,0.8777777777777778,0.9020547945205479,0.8899721448467967,0.5880893300248139
"(0, 0, 0, 0, 1)","(0, 0, 0, 10)",0.7924416888101565,703,0.8697986577181208,0.7404403244495944,0.7243713733075435,0.7782034518250862,0.8526315789473684,0.6339285714285714,0.8719441210710128,0.8876712328767123,0.8899721448467967,0.619520264681555
"(0, 0, 0, 0, 1)","(0, 0, 0, 11)",0.7815175671685858,740,0.8654371584699454,0.7037037037037037,0.7283609576427256,0.7658339399387916,0.8630790190735694,0.6161087866108786,0.8213914849428868,0.8678082191780822,0.8203342618384402,0.6542597187758478
"(0, 0, 0, 0, 1)","(0, 0, 0, 12)",0.7841747859462651,731,0.8577391304347826,0.7031908488862131,0.7497765862377123,0.7702355218529027,0.8713780918727915,0.6193001060445387,0.815354713313897,0.8445205479452055,0.8133704735376045,0.6939619520264682
"(0, 0, 0, 0, 1)","(0, 0, 0, 13)",0.7809270741068792,742,0.8534086895090074,0.6883037354562156,0.7575757575757576,0.7664293941803267,0.8811086797957695,0.614207650273224,0.7947320617620345,0.8273972602739726,0.7827298050139275,0.7237386269644334
"(0, 0, 0, 0, 1)","(0, 0, 0, 14)",0.7767936226749336,756,0.8488538681948424,0.6768447837150128,0.75850622406639,0.7614016253254151,0.8896396396396397,0.6229508196721312,0.7610324729392173,0.8116438356164384,0.7409470752089137,0.7559966914805625
"(0, 0, 0, 0, 1)","(0, 0, 0, 15)",0.770593445527015,777,0.841799709724238,0.6592689295039165,0.7602574416733708,0.7537753603005085,0.8950617283950617,0.6203931203931204,0.7400156617071261,0.7945205479452054,0.7033426183844012,0.7816377171215881
"(0, 0, 0, 0, 1)","(0, 0, 0, 16)",0.7673457336876292,788,0.8304396010343553,0.657946370176586,0.7659574468085106,0.751447806006484,0.9013632718524459,0.6202219482120839,0.7313769751693002,0.7698630136986301,0.7005571030640668,0.8039702233250621
"(0, 0, 0, 1, 0)","(4, 8, 12, 0)",0.7283731916149985,920,0.8679890560875513,0.6469428007889546,0.5949506037321625,0.7032941535362228,0.8668032786885246,0.500763358778626,0.8841761827079935,0.8691780821917808,0.9136490250696379,0.44830438378825477
